noOfComments,bodyLength,bodyContent,commentsSentimentValue,noOfevents,filteredUsers,noOfDevelopers,bugAuthor,labels,sameBugFixTime,timeToFix,sameBugFixTimeClass,timeToFixClass
5,2079,"""ENOENT, readdir"" and ""ENOENT, chown"" errors with local modules and empty cache , I've been running into some racing conditions when using local modules (i.e. file:) and an empty cache directory:npm ERR! addLocal Could not install /home/bvdberg/dev/wercker/npm-race/local_module/module_26npm ERR! Linux 3.13.0-48-genericnpm ERR! argv ""node"" ""/usr/bin/npm"" ""i""npm ERR! node v0.10.37n",23.629000000000005,3,"iarna,npm-robot,smikes,syrnick,busches",5,hatchan,"bot-closed,bug",11028.619166666667,19221.205833333333,7,7
3,649,"unnamed binary path for globally-installed scoped modules is weird , If you just have a ""bin"":""foo.js"" in your package.json, then you end up with a really weird result:$ cat package.json{""name"":""@isaacs/foo"",""bin"":""foo.js"",""version"":""1.2.3""}$ cat foo.js!/usr/bin/env nodeconsole.log(""foo"")$ npm i -g/usr/local/bin/@isaacs/foo -> /usr/local/lib/node_modules/@isaacs/foo/",6.341000000000001,8,"zeke,linclark,iarna,npm-robot,isaacs",5,isaacs,"bot-closed,bug,scopes",4754.3422222222225,19261.171666666665,7,7
16,938,"npm 2.7.4, bundledDependencies + devDep + dep === missing dep , - ember-cli depends on bower- ember-cli depDependends on github- ember-cli bundles bower- bower depends on githubafter npm package github module appears to be missinggit clone https://github.com/ember-cli/ember-cli.gitcd ember-cligit checkout v0.2.3npm packtar ember-cli-0.2.3.tgzcd packagenpm ls git",-17.434,16,"othiym23,stefanpenner,iarna,marcioj,wagenet",5,stefanpenner,"bug,patch-welcome",9790.165,4875.414722222222,7,7
5,821,"why npm search failed? , C:\>npm search -v express2.7.5C:\>npm search expressNo match found for ""express""but npm info express works, why? engines: { node: '>= 0.10.0' }, files: [ 'LICENSE', 'History.md', 'Readme.md', scripts: { test: 'mocha --require test/support/env --reptance/', 'test-ci': 'istanbul cover node_modules/moc",0.9679999999999995,7,"iarna,smikes,othiym23,chapgaga",4,chapgaga,"bug,registry,search,windows",22616.88472222222,459.91277777777776,7,4
15,1430,"git+https urls don't seem to be honoured in 2.7.5 , My builds started breaking in 2.7.5 saying they don't have permission on private dependencies with the url structure:git+https://user:pass@bitbucket.org/team/repo.gitIn the logs it looks like npm ERR! git clone --template=/app/.npm/_git-remotes/_templates --mirror ssh://git@bitbucket.org/team/repo.g",18.890999999999995,13,"davetayls,kanongil,cgreening,iarna,othiym23,iMerica,KenanY,vschoettke",8,davetayls,"bug,support",33.00694444444444,135.38444444444445,1,3
211,1116,"npm hangs under heavy network load on some connections , I'm using npm 2.7.4 with nodejs v0.12.2 on Windows 7x64 and I'm running into an odd issue. With the below package.json, when running npm install the process will hang after it runs node-gyp for ws for karma. But if I run npm install -ddd then it doesn't hang and installs correctly. json{ ""name"": ""np",44.89699999999999,30,"iarna,jsoverson,othiym23,kilianc,denouche,barraq,vshabelnyk,HiDAl,varunpalekar,thomassuckow,smikes,busches,mischkl,mykbaker,rogerz,shaunthomas999,SirAnthony,brandonros,tomwang1013,mmarod",20,busches,"bot-closed,bug,needs-repro,network",5178.521111111111,19316.977777777778,7,7
2,266,"Unable to install local grunt with npm 2.7.5 , I can't seem to install grunt via npm. My npm is up to date. I'm running it on a homestead box. This happens any time I try sudo npm install grunt --save-dev.[Here is a link to the error log file](https://github.com/Reklino/cors-stuff/blob/master/npm-debug.log)",1.275,6,"othiym23,ehsalazar,Reklino,aredridel",4,Reklino,"bug,support",18443.670555555556,4510.551666666666,7,7
3,433,"write normalized `package.json` to package tarball as part of `npm pack` , See https://github.com/npm/npm/issues/7074issuecomment-89092501 for details. Also,> fixing [this] will require some reasonably extensive changes to either fstream-npm to allow it to replace the package.json from the folder being packed with what comes out of read-package-json, or the packing process",13.366,5,"othiym23,npm-robot,smikes",3,othiym23,"bot-closed,bug",10233.322777777777,19398.035555555554,7,7
15,739,"tests fail against Node 0.8.28 , - [ ] test/tap/dedupe-scoped.js (2/5)- [ ] test/tap/ls-depth-unmet.js (10/20)- [ ] test/tap/peer-deps-invalid.js (2/5)- [ ] test/tap/peer-deps-toplevel.js (2/5)- [ ] test/tap/peer-deps.js (0/2)- [ ] test/tap/shrinkwrap-scoped-auth.js (3/6)- [ ] test/tap/sorted-package-json.js (3/7)- [x] test/tap/spa",22.312999999999995,16,"othiym23,sonicdoe,isaacs,phillipj,iarna,smikes,timkrins,halhenke",8,othiym23,"bug,tests",10015.484722222222,7192.400555555556,7,7
7,760,"npm deprecate errors out , ~/Developer/angular-formly (master)👽 $ npm deprecate angular-formly@"">=5.0.0 <5.0.3"" ""critical bug fix. Please upgrade to at least 5.0.3""npm ERR! Darwin 14.1.0npm ERR! argv ""/usr/local/bin/iojs"" ""/usr/local/bin/npm"" ""deprecate"" ""angular-formly@>=5.0.0 <5.0.3"" ""critical bug fix. Please upgrade to at",-22.985000000000003,11,"othiym23,kentcdodds,bcoe",3,kentcdodds,"bug,registry",0.7475,4.049722222222222,1,1
3,1290,"Null reference bug , I just added the check in add-remote-git.js to bypass it. javascriptfunction (er, stdout, stderr) if (er) { return resetRemote(cb); } ...}Here is the log:691 verbose stack TypeError: Cannot read property 'trim' of undefined691 verbose stack at /data/tools/repository/node-v0.12.2/lib/node_modules/npm",4.161,4,"othiym23,dackon",2,dackon,"bug,git",10293.065277777778,1.111388888888889,7,1
9,2413,"npm#multi-stage issue , I realize this is pre-alpha, but I figured I would report this as an early test case, just to be sure it didn't slip through the cracks.npm install fails to install all dependencies js± % npm version !10027{ 'my-cool-app': '0.0.0', npm: '3.0.0-pre.0', ares: '1.10.0-DEV', http_parser: '2.3.0', module",-9.542,17,"othiym23,iarna,stefanpenner",3,stefanpenner,bug,36.15277777777778,239.55,2,4
4,587,"npm init `scope` flag doesn't think @ is part of the scope , @othiym23 wants @ to be part of the scope name. Here's an instance of that not being the case:Desktop master » mkdir stuff && cd stuffstuff master » npm init --scope=@zekeThis utility will walk you through creating a package.json file.It only covers the most common items, and tries to guess sane def",10.815000000000001,9,"othiym23,watilde,npm-robot,zeke",4,zeke,"bot-closed,bug",16905.956944444446,19456.32888888889,7,7
5,400,"Npm installs wrong version when github source + devDependency are used ,  javascript""dependencies"": { ""gulp-jsx"": ""git://github.com/ivan-kleshnin/gulp-jsx.git"",},$ npm install gulp-jsx installs git://github.com/ivan-kleshnin/gulp-jsx.git (+) javascript""devDependencies"": { ""gulp-jsx"": ""git://github.com/ivan-kleshnin/gulp-jsx.git"",},$ npm install gulp-jsx installs last npm",7.881,7,"othiym23,iarna,npm-robot,KenanY,ivan-kleshnin",5,ivan-kleshnin,"bot-closed,bug,git,needs-discussion",21305.57138888889,19462.8925,7,7
3,418,"npm install problem , Hello everyone,I am running npm v2.7.4 on my Jenkins build server. Whenever a build is in progress, it will fail at the npm install step and output the following:npm ERR! cb() never called!npm ERR! not ok code 0However, when I downgrade npm to v2.7.3, the build succeeds. Is anyone else experiencing",-3.6260000000000003,8,"alexandarp,iarna,KenanY",3,alexandarp,bug,1170.4733333333334,860.5047222222222,5,5
2,475,"npm@3: global install fails with EISGIT if npm link has been used to make WIP modules globally available , Full npm-debug:https://gist.github.com/seldo/256d659e7b34632bafc8If was attempting to install nvm in this case, but installing anything globally appears to fail the same way: the installer runs into pnp, one of my own modules that I have made globally available locally using npm link, and fails beca",-0.6679999999999999,21,"seldo,iarna",2,seldo,bug,835.0794444444444,287.7127777777778,5,4
5,711,"npm tag latest failing ,  I published a package yesterday with:npm publish --tag <version>And then I tried to make it the latest with:npm tag bokehjs@0.8.2 latest And I am getting this:npm http PUT https://registry.npmjs.org/bokehjs/latest npm http 500 https://registry.npmjs.org/bokehjs/latest So, no update so far... when I",11.004000000000001,5,"bcoe,damianavila,othiym23",3,damianavila,bug,14.081666666666667,39.39361111111111,1,2
3,812,"401 when attempting to publish , @rimunroe is getting a 401 when attempting to publish a new version of pipeline-routing. > hi, I just tried to publish a new version of my package, and I'm getting a 401 on the put request> I just tried logging in again, but no dice> I mean, it yields the same error when I try to push after running",2.896,11,"iarna,rimunroe,bcoe",3,iarna,"bug,registry",5867.011388888889,3.323611111111111,7,1
24,6454,"Node.js 0.12.0 / io.js 1.x http.Agent keep-alive has problems with CouchDB , New nodes have a new (which is to say working) HTTP keep-alive agent. So far it seems to cause no problems for npm in practice, but the npm tests (including in continuous integration) consistently hang when running the tests that hit a local CouchDB instance to test the CouchDB application that powe",26.011,27,"othiym23,janl,jhs,kanongil,chrisdickinson,indutny,smikes",7,othiym23,"bug,node-bug",724.7983333333333,597.6052777777778,5,5
4,385,"npm explore reports ""weird error 1"" if subcommand exits w/ code != 0 , Repro case:$ mkdir test && cd test$ npm install nan$ npm explore nan falsenpm ERR! weird error 1Similarly npm explore foo find on eg OSX where find requires an argument yields the slightly confusing:usage: find [-H | -L | -P] [-EXdsx] [-f path] path ... [expression] find [-H | -L | -P] [-EXdsx] -f p",15.596,4,"othiym23,npm-robot,smikes",3,smikes,"bot-closed,bug,error-handling",430.5686111111111,19772.420833333334,4,7
1,671,"npm login with specified port different from saved port failed , Interesting bug, reproducible in npm@2.7.1. Requires an npm Enterprise or other registry operating on a non-standard port. First, login to the registry:npm login --registry=http://some.registry:8080 --scope=@somescopeNow edit the lines in your .npmrc:@somescope:registry=http://some.registry:1234///s",0.33299999999999996,6,othiym23,1,seldo,bug,700.9972222222223,60.10388888888889,5,2
3,381,"Cannot set CAFILE when old cafile no longer exists , Attempting to execute: npm config set cafile ""new.pem"" --global...Fails with: Error: ENOENT, open 'old.pem'...when ""old.pem"" no longer exists. It seems npm is attempting to validate or open the old (currently set) cafile before changing it. Expected behavior: The cafile should be set to the new valu",2.083,5,"othiym23,KenanY,smikes",3,Feldhacker,"bug,patch-welcome",18684.606666666667,232.32333333333332,7,4
4,245,"Normal dependencies don't go into shrinkwrap with NPM 2.7 , With NPM 2.5.x, npm shrinkwrap --dev put both normal dependencies and devDependencies into shrinkwrap file.After updating to 2.7.2, it only writes devDependencies. Normal dependencies are missing from shrinkwrap file.I'm running io 1.5.1.",-2.877,3,"othiym23,drichard,gaearon",3,gaearon,bug,3854.8908333333334,14.644722222222223,7,1
20,2031,"Unable to install from github repo when specified in package.json, err 406 , I am seeing this generic 406 error consistently on a particular iMac in our network. Other machines in the same network with the same io.js (v1.5.1) doesn't appear to be affected by this problem.But where does ERR 406 comes from, that iMac can access https://github.com/bitinn/onchangegaze just fine.",-6.72100000000001,30,"othiym23,bitinn,dman777",3,bitinn,bug,18443.670555555556,127.96,7,3
6,1134,"OS X: ""npm ERR! cb() never called!"" error when installing imagemin , I raised this issue at [imagemin/issues/90](https://github.com/imagemin/imagemin/issues/90), but it's probably more appropriate here.Environment:- OS X 10.9.5 (Darwin macbookpro.local 13.4.0 Darwin Kernel Version 13.4.0: Wed Dec 17 19:05:52 PST 2014; root:xnu-2422.115.10~1/RELEASE_X86_64 x86_64)- no",0,4,"iarna,hal-gh,othiym23",3,hal-gh,bug,24.578333333333333,5524.205833333333,1,7
5,6141,"npm install doesn't install a dependency and doesn't show errors , We are trying to figure it out how to reproduce this problem, it happens randomly. Here are the steps we used to reproduce this more than one time (even in different instances):- With a new AWS EC2 instance (Ubuntu 14.04) and npm v2.7.0 installed we run npm install command in several directories.- W",0,2,"iarna,a0viedo",2,a0viedo,bug,9901.294444444444,7466.263888888889,7,7
19,1168,"Path problem (double path appended) with [windows] , $ npm --version2.5.1npm-debug.log: https://gist.githubusercontent.com/MetaMemoryT/e4e5f900cc85c8d305ef/raw/gistfile1.txtnpm ERR! Command failed: git -c core.longpaths=true clone C:\Users\Sean\AppData\Roaming\npm-cache\_git-remotes\https-github-com-ariya-esprima-git-1bd370f9 C:\Users\Sean\AppData\Loc",-8.084,30,"othiym23,MetaMemoryT,silverwind",3,MetaMemoryT,"bug,patch-welcome,windows",13327.83138888889,73.1825,7,2
11,1636,"Symlink errors are really unclear and difficult to resolve , Hi there,So I'm only filing this after having dealt with it on multiple peoples' machines many times. Fairly often, when npm is installing dependencies, there will be a symlink error, most of the time, this is when it is trying to symlink a binary but it already exists (I think this occurs if the pa",0,7,"plato-cambrian,iarna,developit,npm-robot",4,jescalan,"bot-closed,bug",3459.721111111111,19888.40111111111,6,7
1,77,"outdated: fix population of plain dependencies , A simple lil fix for one of my favorite simple lil features.r: @iarna",0,10,"othiym23,iarna",2,othiym23,bug,18296.830555555556,0.4113888888888889,7,1
3,617,"link: can't relatively link another module multiple times , ex. if i link to the same module multiple times with npm link ../standardberry, i'll get the following error:npm ERR! Refusing to delete: /Users/jong/.nvm/versions/io.js/v1.5.0/bin/standardberry not in /Users/jong/Workspace/collect/collectorFile exists: /Users/jong/.nvm/versions/io.js/v1.5.0/bin/sta",-4.015,13,"othiym23,jonathanong,iarna,smikes",4,jonathanong,bug,13621.656666666666,82.5988888888889,7,3
19,4161,"(bug) npm self update actually uninstalled npm ,  This is the PROBLEMI went on to update 2 of my global packages today, [npm 2.6.1 to 2.7.0, ripple-emulator 0.9.24 to 0.9.28] using npm i -g npm ripple-emulator, and it ended in tears.$ npm i -g npm ripple-emulator/home/frederico/local/bin/npm -> /home/frederico/local/lib/node_modules/npm/bin/npm-cl",28.405,7,"iarna,simonbuchan,npm-robot,KidkArolis,fredgalvao,KenanY,banderror,thany,legodude17",9,fredgalvao,"bot-closed,bug",4510.551666666666,20054.554722222223,7,7
2,1272,"Handle `npm stars` better when not authed. , With an empty .npmrc, I see this:~|⇒ npm stars --verbosenpm info it worked if it ends with oknpm verb cli [ '/Users/ceej/.nvm/versions/io.js/v1.4.1/bin/iojs',npm verb cli '/Users/ceej/.nvm/versions/io.js/v1.4.1/bin/npm',npm verb cli 'stars',npm verb cli '--verbose' ]npm info using npm@2.6.0npm info",0.781,3,"othiym23,ceejbot",2,ceejbot,bug,5.800277777777778,5.888888888888889,1,1
2,140,"npm dedupe doesn't dedupe scoped dependencies , at all. as far as I can see.Since you're working on deduping atm, I was wondering if it's a good/bad timing to contribute a fix for this?",0,5,"othiym23,KidkArolis",2,KidkArolis,bug,16720.652777777777,45.3,7,2
7,986,"`npm install` ""unmet dependencies"" should be an error, triggering an error exit code , Currently npm install will print a warning if something fails due to unmet dependencies but will still ""succeed"" in the bash sense: returning a successful exit code.Here's an example bash script to show the policy of exit-with-success-with-broken-dependencies can be problematic: shell Exit immediate",-10.95,6,"othiym23,iarna,npm-robot,markstos,d5115r,rochapablo",6,markstos,"bot-closed,bug,needs-discussion",93.14166666666667,20219.2725,3,7
5,1066,"Incorrect warning about engineStrict , $ npm --version2.7.0$ node --versionv1.4.1$ npm -g i npm-bump npm WARN engineStrict Per-package engineStrict (found in package.json for npm-bump)npm WARN engineStrict won't be used in npm 3+. Use the config setting engine-strict instead./Users/mgol/.nvm/versions/io.js/v1.4.1/bin/npm-bump -> /Users/m",4.031000000000001,9,"othiym23,mgol,aa6my,smikes,KenanY",5,mgol,bug,207.21472222222224,144.4988888888889,4,3
3,165,"document `--node-gyp=` option , Follow-on for 4887, which supports overriding the node-gyp binary, which could be useful for users experimenting with pangyp or using unpatched npm with io.js.",6.543000000000001,8,"othiym23,npm-robot,ackalker",3,othiym23,"bot-closed,bug,documentation",14.952222222222222,20241.743333333332,1,7
2,14827,"npm link ""fails"" (but it doesn't) , ![screen shot 2015-02-26 at 12 19 41](https://cloud.githubusercontent.com/assets/934293/6394674/c8da66be-bdb1-11e4-88a7-df5dde83e524.png)Full npm-debug.log: txt0 info it worked if it ends with ok1 verbose cli [ 'node', '/Users/nico/.nvm/v0.10.26/bin/npm', 'link' ]2 info using npm@2.6.03 info using n",6.963000000000001,3,"iarna,npm-robot,smikes",3,bevacqua,"bot-closed,bug",5.800277777777778,20251.52611111111,1,7
2,433,"Peer dependencies of namespaced packages installed wrong , When installing a package with a namespace, e.g. @foo/mymodule, if it has a peer dependency that doesn't exist, that dependency is installed automatically. However, it is installed into ./node_modules/node_modules/package instead of ./node_modules/package, giving a directory tree like this:package.j",3.803000000000001,4,"othiym23,smikes",2,myndzi,"bug,scopes",6010.317222222222,1083.3025,7,5
17,924,"npm install fails if local modules are present in npm-shrinkwrap.json , Local modules + shrinkwrap aren't playing together nicely. npm@3.0 will probably fix this so mostly posting this in here for reference purposes.❯ npm inpm WARN excluding symbolic link test/app.js -> ../example/server.jsnpm ERR! Darwin 14.1.0npm ERR! argv ""node"" ""/Users/yoshuawuyts/.nvm/v0.10.35/bin/",18.665,23,"iarna,othiym23,spiffytech,legodude17,yoshuawuyts,jmm,KenanY,npm-robot,lambdabaa,wesleytodd,marcbachmann,mikemaccana",12,yoshuawuyts,"bot-closed,bug,local,shrinkwrap",7040.5055555555555,20278.8875,7,7
8,539,"npm search with private npm repository fails in npm client versions 2.1.7+ , This is a problem in the newer versions of NPM (2.1.7+) with Private NPM repository - npm search doesn't work. Here is what defined in .npmrc:registry=http://localhost:8081/artifactory/api/npm/repoStarting npm client version 2.1.7 when performing ‘npm search’ , this pattern being broke down and the",-21.302,15,"othiym23,OlgaoO,smikes,ghost",4,OlgaoO,bug,61.60611111111111,700.9972222222223,2,5
2,728,"Documentation bug in `npm run-script` , See https://stackoverflow.com/questions/28690793/how-can-i-run-a-script-from-an-already-installed-npm-packageCurrent documentation:> DESCRIPTION> This runs an arbitrary command from a package's ""scripts"" object. If no package name is provided, it will search for a package.json in the current folder>",7.541,4,"othiym23,KenanY",2,smikes,"bug,documentation,npx",75.23777777777778,40.92638888888889,2,2
44,683,"Update of local dependencies does not work , I have some local dependencies on sub-modules in the same git repo like this:""dependencies"": { ""sub-mod-0"": ""./sub-mod-0"", ""sub-mod-1"": ""./sub-mod-1""}With this I can do require('sub-mod-0') without having to use something like require('../../sub-mod-0')Installation via npm install works fine and pop",-18.965999999999994,24,"othiym23,iarna,rvagg,kossnocorp,wavded,kentingxu,xkr47,npm-robot,kimek,smikes,akloeber,ArnaudRinquin,williscool,dazwin,akiva,jordwalke,myme,hamxiaoz",18,akloeber,"bot-closed,bug",1498.5902777777778,20347.765277777777,6,7
2,2007,"`npm outdated` not what it says on the tin , Now that npm outdated by default has --depth 0 I notice that it doesn't exactly report only on outdated packages. It seems to report all packages that are not@latest. Notably this includes npm if you update to npm@next:$ npm i -g npm@next$ npm -v2.6.1$ npm -g outdatedPackage Current Wanted Latest Lo",8.004999999999999,4,"othiym23,smikes",2,smikes,"bug,needs-discussion",13605.541666666666,7.298333333333333,7,1
3,390,"npm shrinkwrap - devDependency is also a dependency of a dependency , If I shrinkwrap package AA package.json dependencies B@0.0.1 devDependencies C@0.0.1B package.json dependencies C@0.0.1The shrinkwrap will not list C as a dependency of B.I can currently work around this by removing node modules, running ""npm install --production"", and then shrinkwrapping. I would p",0,8,"othiym23,iarna,daradib",3,charlierudolph,"bug,shrinkwrap",12079.851666666667,311.52555555555557,7,4
9,1200,"npm not installing , npm-debug.log0 info it worked if it ends with ok1 verbose cli [ 'C:\\Program Files\\nodejs\\\\node.exe',1 verbose cli 'C:\\Program Files\\nodejs\\node_modules\\npm\\bin\\npm-cli.js',1 verbose cli 'install',1 verbose cli '-g' ]2 info using npm@2.5.13 info using node@v0.12.04 verbose node symlink C:\P",8.158999999999999,13,"othiym23,simran28693,Cybercraft,zkat,npm-robot,KenanY,jmgbsas,JasmiRathod",8,simran28693,"bot-closed,bug,needs-repro,windows",25.838333333333335,20445.195833333335,1,7
10,749,"Set Proxy Behavior is Misleading with Malformed URLs , Recently, tried to set proxies for HTTP and HTTPS. However, the URLs were malformed, due to the password in the URL containing the British pound sign. The character was encoded with Windows-1252 and not UTF-8, which is a malformed URL to NPM. I set the HTTPS proxy first and it accepted the command w",14.576000000000002,8,"othiym23,npm-robot,smikes,bailejl-two,bailejl,celamb4",6,bailejl,"bot-closed,bug,patch-welcome",572.6572222222222,20569.389166666668,5,7
69,1528,"yeoman generator and npm errors , New to this node game and I think this is where I need to be. I have installed both an angular generator and webapp (2 diff projects, the webapp is a query tutorial) and get NPM errors. Focusing on the webapp, first errors:npm WARN package.json lynda-jquery-essential@ No descriptionnpm WARN package.",5.7589999999999995,30,"othiym23,indutny,cibulka,mattia-pink,davicho,Webber89",6,davicho,"bot-closed,bug,needs-repro,node-bug",24769.022777777776,20587.055833333332,7,7
1,1404,"script args broken in 1.4.28? , » npe scripts.test lab --verbose --colors --ignore '$$bole,__grim__' --assert codePassing a filepath works fine:» lab --verbose --colors --ignore '$$bole,__grim__' --assert code test/models/collaborator.jsCollaborator initialization ✖1) defaults to process.env.USER_API as host ✖2) accepts a custom h",0.875,2,zeke,1,zeke,bug,281.04305555555555,0.015555555555555555,4,1
5,917,"npm prune --production removes shared dependencies , Hey there. It looks like the really useful npm prune --production is a bit overzealous in its cleanup. Here's a real example: I have a project that depends on [jennings](https://www.npmjs.com/package/jennings) and uses [Q](https://www.npmjs.com/package/q) for testing. Because both the main package a",5.962000000000001,5,"iarna,othiym23,ehsalazar,smikes,wraithan,mike-marcacci",6,mike-marcacci,bug,4625.301388888889,6481.579722222222,7,7
21,1994,"npm installing without end (infinitely) , I have a trouble with npm and I haven't found solution in web.Today I wanted to start my adventure with nodejs, npm, bower etc.I use Windows 8.1.I installed the newest nodejs (v0.12.0). I tried these steps with both x64 and x86 builds. I opened nodejs command line with administrative privileges. I u",39.861999999999995,17,"othiym23,lucjanl,thetoast,zkat,anitamv05,npm-robot,tjlongo,baconisthecure,ethanclevenger91,adisak1618,lubaba17,gabrielfgularte,Shankar016,rahulbussa,legodude17,gonejack",16,lucjanl,"bot-closed,bug,needs-repro,windows",1170.4733333333334,20654.44361111111,5,7
5,932,"can not install any package include locally or globally , I have installed latest Node v0.12.0 and npm 2.5.1. However npm it doesn't to work, I can not install any packages, it show the same message error both when I try to install local and global.npm WARN locking Error: EACCES, open '/Users/soengsopheak/.npm/_locks/coffee-script-7b01d0c2a8e2b5ed.lock'npm",-3.8529999999999998,7,"othiym23,soengsopheak,smikes",3,soengsopheak,bug,15.229444444444445,16.184444444444445,1,1
10,109,"fixes Unsupported URL Type: git+git+ssh bug , More details here: https://github.com/npm/npm/issues/6422 and here: https://github.com/npm/npm/issues/7294.",0,8,"twhid,othiym23,iarna",3,twhid,bug,82.48777777777778,463.6302777777778,3,4
2,3448,"Unsupported URL Type: git+git+ssh when shrinkwrapping modules from private github repos , Greetings,shrinkwrap writes a bad protocol to npm-shrinkwrap if you originally installed from a private github repo. I.e. when the package.json dependency's protocol is git+ssh: then shrinkwrap generates a git+git+ssh: protocol.I thought perhaps I could fix it here:https://github.com/npm/npm/blob/6c",12.995000000000001,2,"iarna,othiym23,twhid",3,twhid,bug,18443.670555555556,491.03055555555557,7,5
17,1133,"Dedupe: npm ERR! cb() never called! , I get npm ERR! cb() never called! when running npm dedupe with all the newer npm client versions. I can reliably reproduce it with a very large (>100 modules) install, but don't have a small working example, unfortunately.So I narrowed it down by trying various versions of npm. After each change of",0,29,"iarna,dangreen,smikes,isaacs,othiym23,mantoni",6,mantoni,"bug,needs-repro",13346.478333333333,19851.661111111112,7,7
2,636,"npm publish on legacy uppercase named module broken , I was unable to publish a new version of JSONStream,which has had uppercase characters in the name since before they where disallowed.I have been able to publish many versions of this since then, but it has broken just now.$ npm pubnpm ERR! Linux 3.18.2-2-ARCHnpm ERR! argv ""node"" ""/usr/bin/npm"" ""pub",-1.1079999999999999,16,"othiym23,ceejbot,iarna,dominictarr,rmg,smikes",6,dominictarr,bug,860.5047222222222,5041.730277777778,5,7
1,1053,"`normalize-package-data` is not always run on install , Ref this stack overflow question: https://stackoverflow.com/questions/28173974/node-dependency-package-json-metadata-changing-over-time-for-same-versionIt looks like normalize-package-data is not always run on an installed package. The canary here is the absence of a homepage key in package.json, wh",-1.208,4,iarna,1,smikes,bug,16324.146388888888,1322.8833333333334,7,6
4,39503,"strict-ssl doesn't work correctly in npm 2.3.0 , I am behind a corporate firewall that intercepts SSL traffic and signs it with its own CA certificate. This causes problems with applications that use their own certificate store as my company's certificates aren't trusted.I was able to resolve this issue with older npm releases by adding strict-ssl",0,2,othiym23,1,LoneBoco,bug,281.04305555555555,44.96361111111111,4,2
3,902,"`npm config edit --global` errors when `globalconfig` path does not exist , The error message should convey more information about what the problem is.Ref case 5881, a slightly different problem, but the one where I noticed this.$ npm config edit --globalnpm ERR! Darwin 14.1.0npm ERR! argv ""node"" ""/Users/smikes/.nvm/versions/io.js/v1.0.4/bin/npm"" ""config"" ""edit"" ""--global""n",0,4,othiym23,1,smikes,"bug,patch-welcome,starter",23173.37861111111,565.7661111111111,7,5
5,822,"npm does not respect strict-ssl and cafile , npm does not respects strict-ssl and cafile (I'm using a custom registry): sh$ npm -v2.3.0$ node -vv0.10.36$ npm i [pkg] fails, because the custom ca is not in the built-in list$ npm i [pkg] --strict-ssl falsenpm info retry will retry, error on last attempt: Error: UNABLE_TO_VERIFY_LEAF_SIGNATURE$ n",0,3,othiym23,1,madbence,bug,2254.008333333333,64.92333333333333,6,2
18,2604,"Git-based npm modules not installing correct versions , I've found that since commit 1a90ec2f2cfbefc8becc6ef0c480e5edacc8a4cb, when npm dependencies are specified by using their git URLs, then child modules don't install the correct versions.I've created a repo here that demonstrates this:https://github.com/BryanDonovan/npm-git-testIf you clone that repo",12.585000000000003,30,"othiym23,BryanDonovan,smikes,iarna,panthershark",5,BryanDonovan,"bug,git",1527.3525,2329.3483333333334,6,6
3,538,"""npm install git+ssh://… --save"" saves file: dependency pointing to tmp , Trying to install and save a git dependency from the command line. Installs fine, but saves it as file: dependency pointing into $TMPDIR. This doesn't seem correct.From command line:npm install git+ssh://git@github.com/isaacs/inherits --savepackage.json: json{ ""name"": ""npm-gitssh"", ""version"": ""1.0.0",0,4,"othiym23,timoxley",2,timoxley,bug,384.2163888888889,44.50833333333333,4,2
17,402,"`files` directory resolution inconsistent on prereleases , I've released several versions of chokidar with ""files"": [""lib""] in the package.json with no problems. However, today I attempted a pre-release using --tag 1.0.0-rc1 and the files in the lib dir didn't make it into the published package. Resolved in 1.0.0-rc2 by changing to ""files"": [""lib/""], but th",24.465000000000003,21,"othiym23,es128,KenanY,npm-robot,smikes",5,es128,"bot-closed,bug,needs-repro,patch-welcome",23173.37861111111,21116.487222222222,7,7
2,60,"only specify npm.prefix as gentlyRm base when it is inside folder path , Possible fix for 6850 Thanks @othiym23 for the guidance.",0,10,"othiym23,iarna,phated",3,phated,bug,0.4113888888888889,61.80222222222222,1,2
4,26228,"Registry error building local index for the first time (""npm search"") , NOTE: I have changed the registry to pull from http:// instead of https, which results in no output in console.Below is a truncated output:~$ sudo npm searchPassword:npm WARN Building the local index for the first time, please be patientnpm ERR! registry error parsing jsonnpm ERR! SyntaxError: Unexp",-1.0000000000000004,5,"joaquimserafim,othiym23,smikes,tyrostone",4,tyrostone,bug,23583.042222222222,760.0716666666667,7,5
4,490,"npm rebuild with failing optionalDependencies , npm rebuild should probably continue if any optionalDependencies fail, in the same way optionalDependencies failures are tolerated during npm install.This causes a problem if an optional dependency is installed successfully in one environment, but can't build in another.e.g. Bundling a tarball on a",0,5,"othiym23,npm-robot",2,timoxley,"bot-closed,bug",10915.475555555555,21149.577222222222,7,7
2,278,"devDependencies do not warn when invalid ,  shnpm install rimraf@2.0 --save-devsed -i '.bak' 's/2.0/2.2/' package.jsonnpm ls no errorssed -i '.bak' 's/devD/d/' package.jsonnpm ls npm ERR! invalid: rimraf@2.0.3This seems to be loosely related to 4516 - after upgrading a devDependency, no-one can tell!",11.464,5,"iarna,othiym23,npm-robot",3,glenjamin,"bot-closed,bug",1946.7980555555555,21260.97388888889,6,7
